x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
268.60110718221404,-894.9431115202606,34.67123072948307,-138.0360894928333,2.7723594859024563,0,0,0,0,0
267.84536724333884,-895.635495165363,34.6784597074613,-138.0351092682738,3.2647263562356508,0,2,0,0,0
267.0734381066868,-896.34648047667,34.68379671480507,-138.07574386142207,3.7157067324175,0,2,0,0,0
266.3270506322733,-897.026044420898,34.7177440205589,-137.97208005347792,4.065691569884165,0,2,0,0,0
265.5763419162831,-897.7114233719185,34.71938635762781,-137.83120457759426,4.3996406220710504,0,2,0,0,0
264.7739431494265,-898.4518778752536,34.718074104562405,-137.7856652667897,4.695147667530898,0,2,0,0,0
263.9937724233605,-899.1684631584212,34.73063576668501,-137.71824170755008,4.929523489259636,0,2,0,0,0
263.2597360353684,-899.8525746781379,34.73710497263819,-138.0949056533071,5.0864030077913345,0,2,0,0,0
262.4990175209823,-900.5349123785272,34.741148996911946,-138.88663991604224,5.123434978034341,0,2,0,0,0
261.72584660112625,-901.2096768077463,34.751341636106375,-140.44584971116467,5.136217100191297,0,2,0,0,0
260.9378333822242,-901.8638755548745,34.76216050498188,-142.44475178508355,5.089545006524481,0,2,0,0,0
260.12897223979235,-902.4747354760766,34.76530409306288,-144.4602498746795,5.037291483630581,0,2,0,0,0
259.30807423056103,-903.049423808232,34.76221563462168,-146.59681134151663,4.98298996473153,0,2,0,0,0
258.3986939507886,-903.6473450753838,34.75634671542794,-149.22552575182286,4.900917185074817,0,2,0,0,0
257.4734325778554,-904.1834254385903,34.75954927764833,-151.94288988904847,4.813620993950388,0,2,0,0,0
